     1.029    -0.531     0.477     0.435     2.113     0.275    -1.004    -0.382     1.704    -0.027    -0.172     0.631     0.566    -0.302     0.235     0.364     0.005     0.054
    -0.234     2.016     0.847    -1.276    -1.740    -4.933    -4.268    -3.687    -4.876    -4.313    -6.072    -4.581    -7.633    -7.699     0.089     0.364    -0.563     0.054
    -0.309    -0.880    -0.463    -1.611     3.190     0.454    -0.277     2.174     1.338     0.949     1.971     0.667     1.651    -0.857    -0.042     0.364     0.101     0.054
     1.275     1.731     1.826     1.198    -0.345    -0.089     0.686     1.548     1.836     1.516     1.302     1.707     0.824     1.273     0.523     0.364     0.076     0.054
    -0.829     0.056    -0.262     0.483     1.125     1.649     1.271     1.553     2.595     1.557     1.280     4.262     3.136     0.769    -0.011     0.364     0.212     0.054
     0.847     2.696     0.145     0.326     3.422     2.048     0.901     1.589    -0.041    -0.146     0.584     1.454     0.397     1.535     0.661     0.364     0.033     0.054
    -1.377    -2.724     0.153    -0.162     1.360    -2.077    -1.538    -1.018    -1.134    -1.285    -0.812    -3.120    -1.618    -1.233    -0.381     0.364    -0.105     0.054
     1.279    -1.299    -3.279    -0.926    -0.331    -0.965    -0.591    -1.073     1.422    -0.926    -0.369    -1.322     2.288     0.439    -0.527     0.364     0.046     0.054
     0.236    -0.385     0.739    -1.186    -1.571     0.775    -0.327     0.016    -2.743    -1.022    -2.236    -0.144    -0.005    -3.390    -0.025     0.364    -0.120     0.054
     0.091    -1.169    -2.576    -3.313    -1.703    -5.569    -5.192    -3.141    -3.352    -7.309    -5.805    -8.534    -5.731    -7.542    -0.681     0.364    -0.544     0.054
     2.290     1.386     2.081     4.156     2.897     1.499     2.708     3.866     5.118     6.084     4.253     5.704     7.115     6.247     0.869     0.364     0.451     0.054
     3.582     1.181     0.403     2.378     1.646     1.433     2.599     2.641     2.461     2.071     3.993     4.109     3.589     4.078     0.745     0.364     0.251     0.054
    -2.575    -1.418    -1.265    -2.711    -3.054    -2.951    -3.867    -2.278    -5.429    -4.640    -4.523    -5.289    -4.371    -5.957    -0.916     0.364    -0.376     0.054
     1.196    -1.348     0.894     0.432     1.209     1.067     2.499     2.281     1.074     1.809     3.306     4.075     2.041     3.540     0.131     0.364     0.242     0.054
     0.419    -1.337    -1.843    -0.586    -2.808    -6.060    -4.944    -5.293    -5.143    -6.138    -7.044    -7.802    -8.528    -8.290    -0.435     0.364    -0.645     0.054
    -0.003    -1.804    -1.013    -1.291     0.631     0.075    -1.880    -2.198    -3.378    -2.429    -1.552    -2.130    -3.129    -4.242    -0.225     0.364    -0.231     0.054
     0.195    -0.265     0.722    -1.525     1.491     0.682     3.842     3.670     5.065     3.245     4.480     5.051     5.773     5.311    -0.094     0.364     0.446     0.054
    -0.691     0.577    -0.206     0.920     1.205     3.583     3.349     3.079     3.503     3.267     5.379     3.663     4.430     5.424     0.098     0.364     0.398     0.054
    -0.843     2.535     0.235     3.588     1.238     2.947     3.995     3.559     3.483     5.616     6.581     6.471     7.584     7.662     0.291     0.364     0.555     0.054
     1.093     2.938     0.926     2.671     0.840     2.278     1.130     0.980     3.619     2.119     2.932     2.662     2.700     4.367     0.654     0.364     0.211     0.054
    -1.484    -1.232    -0.070    -1.792    -0.671    -1.137    -0.979    -0.198     1.306    -2.207    -1.424    -4.063    -2.831     0.301    -0.401     0.364    -0.106     0.054
     0.054     3.778     2.154     1.789    -0.316     1.841     2.056     2.414     1.614     2.328    -0.148     0.147    -0.228     2.244     0.858     0.364     0.043     0.054
     0.036    -0.182    -0.280    -0.596     1.773     2.611    -0.141     1.286    -0.984     0.584     1.647    -1.463     1.596     1.890     0.042     0.364     0.075     0.054
    -0.011     0.092    -0.917     0.154    -2.318    -1.128    -3.244    -2.970    -2.036    -4.668    -2.505    -5.193    -3.563    -5.460    -0.111     0.364    -0.361     0.054
    -1.274    -1.221    -0.096    -2.442    -2.181    -0.203     0.725    -2.792    -1.483    -0.485    -3.573    -2.076    -2.777    -1.905    -0.466     0.364    -0.150     0.054
    -0.002    -0.855    -1.355     2.530    -0.140    -0.809     0.965     1.314     1.006    -0.215     1.107     1.519    -0.223     3.476    -0.131     0.364     0.117     0.054
     0.695     1.458     0.321     0.092     3.289     2.570     4.157     2.085     4.054     2.995     3.957     5.545     3.813     3.670     0.478     0.364     0.333     0.054
    -0.026     0.095    -1.700    -0.620    -2.335    -3.553    -3.121    -2.332    -4.542    -5.780    -5.537    -8.444    -4.901    -7.176    -0.188     0.364    -0.523     0.054
     0.701     0.071     1.059     3.834     1.991     2.958     3.533     4.706     6.202     6.834     7.161     6.570     7.435    10.314     0.338     0.364     0.645     0.054
    -0.368    -0.647    -2.464    -1.508    -1.120    -1.596    -2.551    -1.222     0.235    -0.796    -4.511    -1.985    -2.815    -3.169    -0.454     0.364    -0.180     0.054
    -1.830    -0.968    -1.330    -1.700    -1.930    -1.590    -3.682    -2.194    -3.724    -4.184    -2.474    -5.120    -7.472    -4.600    -0.515     0.364    -0.382     0.054
     0.079    -0.304    -0.113    -0.720    -1.943    -2.242    -1.667    -2.861    -6.156    -4.114    -6.243    -6.368    -6.530    -6.829     0.038     0.364    -0.526     0.054
    -0.934    -1.446    -0.177    -1.010    -1.362    -0.739    -1.541    -1.040    -0.714    -1.233     1.514    -0.229     1.388    -3.974    -0.474     0.364    -0.028     0.054
     1.973     0.763    -0.196    -0.745    -0.054    -0.638    -0.808    -1.155     0.904    -0.821    -1.268    -1.292    -3.292    -3.458     0.388     0.364    -0.196     0.054
     0.789    -1.554    -2.211    -0.148    -3.554    -1.885    -4.385    -3.798    -3.658    -4.037    -3.763    -7.772    -5.976    -7.269    -0.320     0.364    -0.488     0.054
     0.288     2.063     0.607    -1.715     1.123     0.771    -1.242    -2.867    -0.899    -1.768    -1.988    -1.009    -3.282    -2.653     0.325     0.364    -0.217     0.054
     0.423    -0.913     0.229    -2.607    -2.985    -2.486    -2.686    -3.693    -4.046    -4.081    -4.468    -5.840    -5.633    -6.585    -0.261     0.364    -0.457     0.054
     0.230    -0.637    -3.173    -2.756    -3.155    -3.506    -5.351    -3.908    -6.543    -5.658    -6.624    -7.387    -5.934    -8.170    -0.682     0.364    -0.563     0.054
     0.662    -0.348    -2.387    -0.810    -2.658    -1.573    -3.612    -2.069    -4.648    -3.569    -3.983    -4.106    -2.949    -2.700    -0.485     0.364    -0.294     0.054
    -0.544    -0.999     0.636     0.476    -1.756     0.077    -0.917    -0.380    -0.618     1.302     1.709     0.963     1.506     1.253    -0.353     0.364     0.105     0.054
    -1.414    -0.569     1.209     1.281     0.057    -0.202     0.244     0.299     0.705    -0.203    -0.147    -0.499     0.050     0.754    -0.010     0.364     0.020     0.054
    -1.619    -2.295    -0.494    -1.057    -1.802    -1.733    -1.603    -2.503    -4.287    -1.258    -3.198    -3.618    -2.535    -3.425    -0.637     0.364    -0.218     0.054
    -0.221     0.231    -0.207     0.545     1.574     0.422     2.858     0.494    -0.028    -0.837     2.286     1.311     0.796    -1.148     0.228     0.364     0.041     0.054
     1.299     0.028    -2.036    -1.414    -1.734    -1.552    -1.154    -2.734    -3.216     0.330    -3.780    -5.025    -2.607    -5.361    -0.109     0.364    -0.297     0.054
     0.059     0.250     0.286     0.789     1.692     1.459     2.398     3.372     3.635     3.700     2.108     5.174     4.311     5.670     0.087     0.364     0.376     0.054
     1.296    -2.359    -1.340    -0.442    -2.631    -2.526    -1.502    -4.480    -4.398    -3.452    -4.323    -5.984    -5.684    -4.016    -0.328     0.364    -0.405     0.054
    -1.490    -1.612     1.721    -0.842    -0.427    -0.918     1.004     0.378    -1.911     1.133    -1.035    -1.646    -0.444    -1.125    -0.185     0.364    -0.036     0.054
    -0.544     0.865    -2.192    -0.732     0.060    -0.201     0.647    -0.587    -1.384    -2.159    -0.404    -2.163    -1.612    -0.614    -0.160     0.364    -0.097     0.054
     0.540    -1.169    -0.365     1.631     0.821     1.129    -0.321     1.575     2.501     1.668     1.881     2.091     1.623     2.305     0.026     0.364     0.174     0.054
    -1.364     2.114    -1.378     0.404     0.087    -0.659     0.782     0.735     0.442    -0.887    -0.375    -0.854     2.202    -0.608    -0.058     0.364     0.020     0.054
    -0.669    -0.602    -0.636     0.606    -0.637    -2.864    -2.422    -4.276    -2.084    -2.280    -1.379    -1.665    -2.955    -3.783    -0.308     0.364    -0.225     0.054
     0.510     0.022     2.926     2.748     4.609     4.960     4.062     4.401     6.131     4.563     7.125     7.812    10.132     9.173     0.583     0.364     0.656     0.054
    -0.606     1.498     1.692     1.780     3.514     3.003     2.804     4.096     5.481     7.569     7.575     7.632     9.014    10.321     0.195     0.364     0.698     0.054
     0.819     2.583     0.230     1.122    -0.333     0.587     0.558     0.845     0.090     0.973     2.226     0.946     3.430     2.600     0.247     0.364     0.136     0.054
    -0.784     1.734     0.778    -1.007    -0.599    -2.782    -3.312    -4.117    -5.621    -3.751    -6.596    -6.315    -5.904    -7.544     0.171     0.364    -0.550     0.054
     0.614    -1.727     0.911     0.771    -1.247     0.007     0.611    -0.720     1.385     1.589     2.353     1.734     1.134     0.382    -0.105     0.364     0.112     0.054
     0.731     2.341     2.305     2.839     2.224     1.646     2.137     2.615     3.228     3.137     1.306     0.312     1.941     2.626     0.985     0.364     0.129     0.054
    -0.296     1.046     1.330     0.835    -0.238     1.067     2.855     1.265     2.195     1.673     0.930     3.621     0.782     1.598     0.310     0.364     0.144     0.054
     1.563    -1.276    -1.567    -1.173    -3.020    -3.991    -3.976    -5.310    -4.256    -6.520    -8.087    -8.173    -5.416    -8.854    -0.261     0.364    -0.621     0.054
     0.033    -0.622     0.716     0.070    -0.660    -0.371     1.668     0.604    -0.874     0.149     1.038     2.690     2.468     2.793    -0.224     0.364     0.155     0.054
    -0.016    -0.556    -1.311    -0.881    -1.030     2.070     0.442     0.637     0.451     1.630     2.113     1.037     2.068     1.864    -0.344     0.364     0.165     0.054
    -1.785     1.506     2.279     2.587     1.682     4.274     4.364     6.195     4.673     6.541     4.667     5.508     5.173     5.486     0.592     0.364     0.479     0.054
     2.234     0.725     0.040    -0.628     3.492     1.217     1.513     0.782     0.684     3.560     3.638     4.851     4.527     4.016     0.236     0.364     0.296     0.054
     1.408    -1.624    -0.483    -1.233    -0.435    -0.005    -2.874    -1.607    -3.612    -3.388    -4.563    -5.019    -4.433    -5.657     0.069     0.364    -0.393     0.054
    -0.184     1.444     0.039    -0.351    -2.234    -0.122     1.054     0.026    -0.324    -3.936    -1.465    -1.480    -2.290     1.094     0.022     0.364    -0.113     0.054
     0.400    -0.187     2.158     1.925     1.062     0.969     0.606     0.797     0.186     1.455     0.345    -0.041     0.467     0.730     0.484     0.364     0.024     0.054
    -0.978     0.386     0.222     0.593     0.389    -3.514    -0.658    -1.470    -2.791    -2.706    -4.919    -2.807    -3.498    -3.899     0.068     0.364    -0.300     0.054
    -0.420    -0.349    -0.111    -0.033     0.300    -0.560     0.050     1.159    -0.164    -0.560     1.024     1.174     0.718     0.771    -0.159     0.364     0.066     0.054
     0.444    -1.599    -0.280    -1.195    -2.642    -2.878    -3.271    -1.138    -3.682    -1.798    -5.697    -3.568    -3.452    -5.075    -0.347     0.364    -0.325     0.054
    -1.466    -0.856    -2.546    -2.360    -4.117    -2.989    -3.756    -7.293    -6.526    -8.448    -7.965    -8.445    -7.214   -10.362    -0.740     0.364    -0.689     0.054
     1.095    -0.721    -1.781    -2.400    -2.455     0.334     0.724    -1.317    -0.723    -0.218    -2.963    -1.987    -2.102    -1.299    -0.293     0.364    -0.119     0.054
    -1.333     2.768    -1.949    -0.731    -0.753    -0.229     0.013    -1.824     0.950    -0.506     0.818    -0.530     0.097    -1.380    -0.177     0.364    -0.019     0.054
    -1.201     0.081    -1.457     0.680     0.956     0.738     1.430    -0.054     1.890     0.958     2.499     2.064     0.611     3.278    -0.231     0.364     0.183     0.054
    -1.425     0.497     0.951     0.993     0.114     1.534     0.103    -0.588    -0.322     0.380     1.051    -0.969    -0.143    -2.273     0.200     0.364    -0.043     0.054
    -0.318     0.529     0.908     1.543     2.224    -0.152     2.643     3.542     3.366     2.792     1.614     4.318     4.959     5.476     0.158     0.364     0.347     0.054
    -1.214    -0.789    -2.840    -2.304     0.615    -1.653    -1.514    -1.748     2.435    -0.439    -1.927     0.735    -0.862    -0.995    -0.699     0.364     0.003     0.054
    -1.158     0.334     0.959    -0.464    -0.430     1.504    -0.705     0.032    -0.737     0.880     2.006     0.550     1.244     1.245    -0.162     0.364     0.091     0.054
     0.659    -0.196     1.245    -0.660     1.145     0.140    -1.061     0.172     0.184     0.862    -1.391    -0.780     0.215     2.213     0.088     0.364     0.013     0.054
     0.741    -0.012     0.492     1.058    -1.309    -0.874     1.523     3.105     0.833     1.069     1.333     2.215     2.474     4.380    -0.048     0.364     0.203     0.054
    -0.009    -0.769    -2.645    -2.817    -3.530    -3.065    -5.599    -4.624    -6.456    -7.467    -4.998   -10.171    -8.385    -7.605    -0.624     0.364    -0.645     0.054
     1.422    -3.086     1.203    -0.444     1.574    -0.663    -1.173     1.459     0.797    -0.259     2.405     0.233     0.862     2.216    -0.122     0.364     0.100     0.054
     1.348    -1.371    -2.564    -0.192    -1.753    -2.488    -0.106    -2.849    -2.999    -1.774    -2.717    -5.388    -2.310    -3.894    -0.267     0.364    -0.268     0.054
    -1.138     1.486    -0.182     1.107    -0.553     1.218    -0.158     2.494     2.330     1.973     0.942     1.032     1.670     0.250     0.117     0.364     0.118     0.054
    -0.885     2.213    -0.332    -0.557     1.658     1.773     2.784     1.915     2.189     0.951     3.187     1.452     2.140     2.757     0.193     0.364     0.194     0.054
    -1.081     0.569     2.291    -2.125     0.449    -1.041    -1.008    -0.254    -1.544    -0.227    -1.430    -2.004    -0.814    -1.176    -0.008     0.364    -0.102     0.054
     1.131     0.588     1.076     1.129    -0.550     0.193     0.912    -2.545    -1.635    -2.026    -0.663    -1.044    -2.745    -2.686     0.468     0.364    -0.202     0.054
    -1.824     0.696    -0.817     1.975     0.110    -0.064     1.333     1.494     2.509     0.897     0.908     2.874     3.910     5.443    -0.315     0.364     0.283     0.054
    -1.084     0.525    -0.046     0.789    -2.173    -2.162     0.905     0.847    -1.288     0.049     1.494     0.975     2.850    -0.033    -0.337     0.364     0.094     0.054
     1.765     0.402     0.695     0.706     1.436    -0.141     0.188     1.283    -0.689     0.395    -2.411     0.041    -2.418    -2.123     0.636     0.364    -0.140     0.054
    -0.308    -1.769     2.386     1.382     0.890     3.019     2.360     1.945     2.837     3.274     5.034     3.760     3.603     4.173     0.139     0.364     0.338     0.054
    -0.591    -1.596    -1.174    -0.600    -1.299     1.590    -1.167    -1.778    -0.242    -1.116    -0.675    -1.320    -1.775     1.032    -0.452     0.364    -0.035     0.054
    -0.896    -1.129     0.634     1.631     0.036     0.717     4.416     1.344    -0.248     3.295     2.294     5.184     3.717     5.221    -0.199     0.364     0.338     0.054
     2.513     0.628    -2.187     3.930    -0.133     2.408    -0.137     2.416     3.082     4.409     2.687     3.088     0.614     2.552     0.479     0.364     0.192     0.054
     0.722     1.632    -0.787     0.563    -0.210    -2.217     1.133    -1.978     0.013     1.375    -0.818    -0.040    -0.974    -0.866     0.148     0.364    -0.055     0.054
     2.112    -1.327     1.240     0.022     1.206     2.217     0.841     4.361     2.983     3.434     3.677     1.732     2.613     4.737     0.295     0.364     0.276     0.054
    -0.383    -0.663     0.143    -0.466    -1.710    -1.695    -0.817    -0.475    -1.447    -1.024    -2.478    -0.892    -3.408    -2.594    -0.154     0.364    -0.169     0.054
     2.863     0.470     1.458     2.964    -0.603     5.122     2.847     3.697     3.459     5.039     6.094     8.087     6.599     6.993     0.541     0.364     0.505     0.054
    -1.685     1.646    -0.705     2.571     2.276     3.142     3.132     1.700     3.538     4.915     3.068     2.819     5.913     4.258     0.204     0.364     0.372     0.054
     1.749     1.882    -0.157     0.854     1.406     4.371     2.303     3.757     2.536     3.447     2.362     2.702     5.128     5.955     0.498     0.364     0.325     0.054
     0.013     0.765     0.450    -0.387    -0.117     0.499    -1.458    -0.276     0.612     1.243    -1.061     3.310    -1.845    -0.382     0.063     0.364     0.000     0.054
     0.953    -0.460     0.929     1.788     0.527     1.348     0.125     0.820     2.624     0.982     0.519     0.882     1.612     2.076     0.293     0.364     0.104     0.054
    -0.271    -0.037     1.806     1.519     0.893     1.414     1.588     1.800     2.013     2.912     2.264     2.116     3.721     2.988     0.232     0.364     0.234     0.054
     0.017     1.364     0.336     0.572     2.232     2.582     3.426     2.026     0.471     3.255     1.889     4.811     4.427     2.680     0.324     0.364     0.272     0.054
    -1.563    -0.729    -1.588    -2.964    -2.993    -2.349    -2.988    -4.222    -5.370    -4.854    -5.284    -5.876    -6.807    -7.269    -0.635     0.364    -0.489     0.054
    -1.023    -2.077     0.048     0.055     0.798     1.731    -2.921    -2.630    -1.883     0.204    -1.090    -2.407    -2.296    -0.061    -0.278     0.364    -0.099     0.054
     1.877     0.943     0.770    -0.145     1.302    -1.680    -1.061    -0.006    -2.209    -1.321    -1.278    -4.161    -3.907    -1.992     0.554     0.364    -0.260     0.054
    -0.897    -2.367    -1.693     0.078    -0.524    -0.082    -2.092     2.502     2.599    -0.571     0.861     1.128     2.636     2.190    -0.683     0.364     0.184     0.054
    -1.684    -0.204     2.720     1.250    -0.522     0.777     0.655     0.234     1.436     1.801    -0.159     0.234     0.232     0.626     0.160     0.364     0.053     0.054
    -0.509     1.702     0.776    -0.665     3.162     1.423     1.520     2.821     0.876     1.169     2.405     0.369     2.888     0.206     0.411     0.364     0.120     0.054
     2.123    -0.748    -0.702     0.219    -1.546     0.998     0.365    -0.428     1.523     0.258     0.513    -1.003     1.546    -1.031     0.086     0.364     0.007     0.054
     2.000    -0.532     3.026     2.808     0.246     3.121     3.894     4.983     2.824     5.103     5.593     6.095     8.658     8.005     0.448     0.364     0.540     0.054
     0.022    -1.389     1.208     0.386     0.829     2.462     2.876     0.961     2.088     0.947     5.189     2.998     3.578     2.019     0.061     0.364     0.257     0.054
    -0.931    -2.471    -0.327    -0.685    -0.139    -0.125     2.768    -0.496     2.010     2.771     0.776     1.548     3.566     0.472    -0.470     0.364     0.203     0.054
     0.149     1.109     1.876     1.565     1.452    -1.500     0.819    -0.428     1.740     1.256     2.447    -0.302     1.426     1.007     0.385     0.364     0.066     0.054
    -1.282    -0.291     0.490    -2.543    -0.097     2.145    -1.748    -2.304    -1.795     0.006    -1.331    -0.376    -2.234     0.445    -0.336     0.364    -0.061     0.054
